[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/11/25 10:41PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 10:43PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 10:43PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 10:44PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:47PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:47PM] Hank used command ::giveall 23278 1 | Player rights = OWNER	
[10/11/25 10:53PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/11/25 10:57PM] Hank used command ::expon | Player rights = OWNER	
[10/11/25 10:57PM] Hank used command ::dron | Player rights = OWNER	
[10/11/25 10:57PM] Hank used command ::slayon | Player rights = OWNER	
[10/11/25 11:02PM] Hank used command ::yell hm? | Player rights = OWNER	
[10/11/25 11:04PM] Hank used command ::find nuts | Player rights = OWNER	
[10/11/25 11:04PM] Hank used command ::item 12130 1 | Player rights = OWNER	
[10/11/25 11:05PM] Hank used command ::giveall 12130 2 | Player rights = OWNER	
[10/11/25 11:08PM] Hank used command ::broadcast 100 im taking a nap lots of updates coming | Player rights = OWNER	
[10/11/25 11:08PM] Hank used command ::yell pm on discord if need anything... | Player rights = OWNER	
[10/12/25 08:06AM] Hank used command ::yell morning everyone | Player rights = OWNER	
[10/12/25 08:08AM] Hank used command ::teleto hazal | Player rights = OWNER	
[10/12/25 08:08AM] Hank used command ::teleto hzal | Player rights = OWNER	
[10/12/25 08:09AM] Hank used command ::telelto kariko17 | Player rights = OWNER	
[10/12/25 08:09AM] Hank used command ::teleto kariko17 | Player rights = OWNER	
[10/12/25 08:09AM] Hank used command ::bank | Player rights = OWNER	
[10/12/25 08:10AM] Hank used command ::giveitem 8410 1 kariko17 | Player rights = OWNER	
[10/12/25 08:11AM] Hank used command ::giveitem 23002 5 kariko17 | Player rights = OWNER	
[10/12/25 08:12AM] Hank used command ::vote | Player rights = OWNER	
[10/12/25 08:34AM] Hank used command ::expon | Player rights = OWNER	
[10/12/25 08:34AM] Hank used command ::dron | Player rights = OWNER	
[10/12/25 08:35AM] Hank used command ::slayon | Player rights = OWNER	
[10/12/25 08:40AM] Hank used command ::spawnterror | Player rights = OWNER	
[10/12/25 08:40AM] Hank used command ::spawnst | Player rights = OWNER	
[10/12/25 08:40AM] Hank used command ::spawnterrorstep | Player rights = OWNER	
[10/12/25 08:40AM] Hank used command ::spawnnaraku | Player rights = OWNER	
[10/12/25 08:41AM] Hank used command ::spawnnw | Player rights = OWNER	
[10/12/25 08:41AM] Hank used command ::spawnvozzath | Player rights = OWNER	
[10/12/25 08:41AM] Hank used command ::spawnnightmare | Player rights = OWNER	
[10/12/25 08:41AM] Hank used command ::spawnnm | Player rights = OWNER	
[10/12/25 08:42AM] Hank used command ::broadcast 100 updates | Player rights = OWNER	
[10/12/25 08:42AM] Hank used command ::update 100 | Player rights = OWNER	
[10/12/25 08:43AM] Hank used command ::yell everyone downlonad the new link on discord | Player rights = OWNER	
[10/12/25 09:10AM] Hank used command ::teleto ao | Player rights = OWNER	
[10/12/25 09:18AM] Hank used command ::yell sup | Player rights = OWNER	
[10/12/25 09:20AM] Hank used command ::find desert | Player rights = OWNER	
[10/12/25 09:20AM] Hank used command ::find glavin | Player rights = OWNER	
[10/12/25 09:21AM] Hank used command ::find glav | Player rights = OWNER	
[10/12/25 09:21AM] Hank used command ::item 20001 | Player rights = OWNER	
[10/12/25 09:26AM] Hank used command ::yell wlecome moonpir | Player rights = OWNER	
[10/12/25 09:26AM] Hank used command ::teleto moonpie | Player rights = OWNER	
[10/12/25 09:27AM] Hank used command ::find aoe | Player rights = OWNER	
[10/12/25 09:27AM] Hank used command ::giveitem 3738 1 moonpie | Player rights = OWNER	
[10/12/25 09:28AM] Hank used command ::oz | Player rights = OWNER	
[10/12/25 09:29AM] Hank used command ::spwanoz | Player rights = OWNER	
[10/12/25 09:30AM] Hank used command ::swpawnskeleton | Player rights = OWNER	
[10/12/25 09:31AM] Hank used command ::spawnskeletonwarrior | Player rights = OWNER	
[10/12/25 09:31AM] Hank used command ::spawnsw | Player rights = OWNER	
[10/12/25 09:31AM] Hank used command ::spawnoz | Player rights = OWNER	
[10/12/25 09:31AM] Hank used command ::spawn oz | Player rights = OWNER	
[10/12/25 09:34AM] Hank used command ::teleto moonpie | Player rights = OWNER	
[10/12/25 09:56AM] Hank used command ::yell having some events today | Player rights = OWNER	
[10/12/25 09:57AM] Hank used command ::teleto ao | Player rights = OWNER	
[10/12/25 11:33AM] Hank used command ::spawnskeleton | Player rights = OWNER	
[10/12/25 11:33AM] Hank used command ::oz | Player rights = OWNER	
[10/12/25 12:04PM] Hank used command ::home | Player rights = OWNER	
[10/12/25 12:12PM] Hank used command ::oz | Player rights = OWNER	
[10/12/25 12:13PM] Hank used command ::teleto arthur | Player rights = OWNER	
[10/12/25 12:13PM] Hank used command ::find aoe | Player rights = OWNER	
[10/12/25 12:14PM] Hank used command ::giveitem 3739 arthur | Player rights = OWNER	
[10/12/25 12:14PM] Hank used command ::giveitem 3739 1 arthur | Player rights = OWNER	
[10/12/25 12:14PM] Hank used command ::bank | Player rights = OWNER	
[10/12/25 12:15PM] Hank used command ::giveitem 23002 5 arthur | Player rights = OWNER	
[10/12/25 03:56PM] Hank used command ::yell sup peeps | Player rights = OWNER	
[10/12/25 03:58PM] Hank used command ::yell btw ghijf i am afk sometimes but i do let yall know | Player rights = OWNER	
[10/12/25 08:59PM] Hank used command ::oz | Player rights = OWNER	
[10/12/25 09:00PM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/12/25 09:00PM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/12/25 09:00PM] Hank used command ::teleto ezpz ghijf | Player rights = OWNER	
[10/12/25 09:00PM] Hank used command ::teleto ao | Player rights = OWNER	
[10/12/25 09:01PM] Hank used command ::teleto yoshii | Player rights = OWNER	
[10/12/25 09:01PM] Hank used command ::teleto blayko | Player rights = OWNER	
[10/12/25 09:01PM] Hank used command ::afk | Player rights = OWNER	
[10/13/25 08:19AM] Hank used command ::find posined | Player rights = OWNER	
[10/13/25 08:20AM] Hank used command ::findmilk | Player rights = OWNER	
[10/13/25 08:20AM] Hank used command ::find milk | Player rights = OWNER	
[10/13/25 08:23AM] Hank used command ::find ticket | Player rights = OWNER	
[10/13/25 08:24AM] Hank used command ::item 23174 10m | Player rights = OWNER	
[10/13/25 08:24AM] Hank used command ::item 19122 1 | Player rights = OWNER	
[10/13/25 08:25AM] Hank used command ::item 3687 1 | Player rights = OWNER	
[10/13/25 08:25AM] Hank used command ::item 3687 1b | Player rights = OWNER	
[10/13/25 08:45AM] Hank used command ::find crate | Player rights = OWNER	
[10/13/25 11:29AM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 11:30AM] Hank used command ::giveitem 23020 10 charlene | Player rights = OWNER	
[10/13/25 11:30AM] Hank used command ::giveitem 23277 1 charlene | Player rights = OWNER	
[10/13/25 11:31AM] Hank used command ::giveitem 14999 5 charlene | Player rights = OWNER	
[10/13/25 11:32AM] Hank used command ::find seraphic | Player rights = OWNER	
[10/13/25 11:32AM] Hank used command ::giveitem 23411 100 histrory hawk | Player rights = OWNER	
[10/13/25 11:33AM] Hank used command ::giveitem 23411 100 histroy hawk | Player rights = OWNER	
[10/13/25 11:33AM] Hank used command ::giveitem 21411 100 history hawk | Player rights = OWNER	
[10/13/25 11:34AM] Hank used command ::item 23411 1 | Player rights = OWNER	
[10/13/25 11:35AM] Hank used command ::item 23411 100 | Player rights = OWNER	
[10/13/25 11:35AM] Hank used command ::oz | Player rights = OWNER	
[10/13/25 11:42AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 03:52PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 03:58PM] Hank used command ::yell anyone not afk | Player rights = OWNER	
[10/13/25 03:59PM] Hank used command ::teleto charlene | Player rights = OWNER	
[10/13/25 06:14PM] Hank used command ::yell hello all | Player rights = OWNER	
[10/13/25 06:14PM] Hank used command ::hiton | Player rights = OWNER	
[10/13/25 06:14PM] Hank used command ::hitson | Player rights = OWNER	
[10/13/25 06:14PM] Hank used command ::dron | Player rights = OWNER	
[10/13/25 06:14PM] Hank used command ::expon | Player rights = OWNER	
[10/13/25 06:15PM] Hank used command ::slayyon | Player rights = OWNER	
[10/13/25 06:15PM] Hank used command ::slayon | Player rights = OWNER	
[10/13/25 06:15PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 06:15PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 06:16PM] Hank used command ::giveitem 8412 skyless | Player rights = OWNER	
[10/13/25 06:16PM] Hank used command ::giveitem 8412 1 skyless | Player rights = OWNER	
[10/13/25 06:17PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 06:18PM] Hank used command ::giveitem 23278 1 skyless | Player rights = OWNER	
[10/13/25 06:33PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 06:41PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/13/25 06:45PM] Hank used command ::teleto dracky | Player rights = OWNER	
[10/13/25 06:46PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 06:47PM] Hank used command ::item 8412 5 | Player rights = OWNER	
[10/13/25 06:53PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 06:53PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 06:54PM] Hank used command ::::giveall 23277 2 | Player rights = OWNER	
[10/13/25 06:54PM] Hank used command ::giveall 23277 2 | Player rights = OWNER	
[10/13/25 06:55PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 06:59PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 07:00PM] Hank used command ::giveitem 23273 1000000 history hawk | Player rights = OWNER	
[10/13/25 07:01PM] Hank used command ::senditem 16465 5m history hawk | Player rights = OWNER	
[10/13/25 07:01PM] Hank used command ::giveitem 16465 5m history hawk | Player rights = OWNER	
[10/13/25 07:02PM] Hank used command ::giveitem 16465 5000000 history hawk | Player rights = OWNER	
[10/13/25 07:07PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 07:08PM] Hank used command ::giveall 23278 1 | Player rights = OWNER	
[10/13/25 07:08PM] Hank used command ::yell dp soon | Player rights = OWNER	
[10/13/25 07:11PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 07:11PM] Hank used command ::dp | Player rights = OWNER	
[10/13/25 07:12PM] Hank used command ::dropparty | Player rights = OWNER	
[10/13/25 07:12PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 07:13PM] Hank used command ::yell for great donation deals pm me | Player rights = OWNER	
[10/13/25 07:13PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/13/25 07:13PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 07:15PM] Hank used command ::expon | Player rights = OWNER	
[10/13/25 07:15PM] Hank used command ::dron | Player rights = OWNER	
[10/13/25 07:17PM] Hank used command ::yell dp in 10min | Player rights = OWNER	
[10/13/25 07:31PM] Hank used command ::dropparty 5 5 | Player rights = OWNER	
[10/13/25 07:31PM] Hank used command ::dropparty 5 5 | Player rights = OWNER	
[10/13/25 07:32PM] Hank used command ::startdropparty 5 5 | Player rights = OWNER	
[10/13/25 07:37PM] Hank used command ::droparty 5 | Player rights = OWNER	
[10/13/25 07:37PM] Hank used command ::dropparty5 5 | Player rights = OWNER	
[10/13/25 07:37PM] Hank used command ::dropparty 5 5 | Player rights = OWNER	
[10/13/25 07:38PM] Hank used command ::startdropparty 5 5  | Player rights = OWNER	
[10/13/25 07:44PM] Hank used command ::partychest 5 5 | Player rights = OWNER	
[10/13/25 07:44PM] Hank used command ::broadxast all to ::dropparty | Player rights = OWNER	
[10/13/25 07:45PM] Hank used command ::broadcast all to ::dropparty | Player rights = OWNER	
[10/13/25 07:45PM] Hank used command ::broadcast all to ::dropparty | Player rights = OWNER	
[10/13/25 07:45PM] Hank used command ::yell all to ::dropparty | Player rights = OWNER	
[10/13/25 07:46PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 07:48PM] Hank used command ::teletome all | Player rights = OWNER	
[10/13/25 07:48PM] Hank used command ::telealltome | Player rights = OWNER	
[10/13/25 07:49PM] Hank used command ::teletomeall | Player rights = OWNER	
[10/13/25 07:49PM] Hank used command ::teletome kursed | Player rights = OWNER	
[10/13/25 07:55PM] Hank used command ::yell pm me for op donor deals | Player rights = OWNER	
[10/13/25 07:56PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 07:57PM] Hank used command ::find diyos | Player rights = OWNER	
[10/13/25 07:57PM] Hank used command ::item 15870 | Player rights = OWNER	
[10/13/25 07:59PM] Hank used command ::item 23424 1 | Player rights = OWNER	
[10/13/25 08:00PM] Hank used command ::find owner | Player rights = OWNER	
[10/13/25 08:01PM] Hank used command ::giveitem 7995 1 dracky | Player rights = OWNER	
[10/13/25 08:01PM] Hank used command ::home | Player rights = OWNER	
[10/13/25 08:02PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/13/25 08:02PM] Hank used command ::vboss | Player rights = OWNER	
[10/13/25 08:02PM] Hank used command ::bank | Player rights = OWNER	
[10/13/25 08:05PM] Hank used command ::broadcast 100 msg me on discord for anything afk for a bit | Player rights = OWNER	
[10/13/25 08:05PM] Hank used command ::staffzone | Player rights = OWNER	
[10/14/25 07:32AM] Hank used command ::yell morning everyone | Player rights = OWNER	
[10/14/25 08:17AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/14/25 08:19AM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/14/25 03:25PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 03:25PM] Hank used command ::teletome charlene | Player rights = OWNER	
[10/14/25 03:37PM] Hank used command ::yell anyone not afk? | Player rights = OWNER	
[10/14/25 03:49PM] Hank used command ::find aoe | Player rights = OWNER	
[10/14/25 03:49PM] Hank used command ::giveitem 3739 1 gim hank | Player rights = OWNER	
[10/14/25 03:52PM] Hank used command ::expon | Player rights = OWNER	
[10/14/25 03:52PM] Hank used command ::dron | Player rights = OWNER	
[10/14/25 03:52PM] Hank used command ::slayon | Player rights = OWNER	
[10/14/25 07:35PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 07:36PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 07:37PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/14/25 07:37PM] Hank used command ::find curse | Player rights = OWNER	
[10/14/25 07:38PM] Hank used command ::item 21054 | Player rights = OWNER	
[10/14/25 07:38PM] Hank used command ::item 20100 | Player rights = OWNER	
[10/14/25 07:38PM] Hank used command ::item 20099 | Player rights = OWNER	
[10/14/25 07:39PM] Hank used command ::item 20098 | Player rights = OWNER	
[10/14/25 07:39PM] Hank used command ::item 20090 | Player rights = OWNER	
[10/14/25 07:39PM] Hank used command ::item 20086 | Player rights = OWNER	
[10/14/25 07:39PM] Hank used command ::item 20087 | Player rights = OWNER	
[10/14/25 07:39PM] Hank used command ::item 20088 | Player rights = OWNER	
[10/14/25 07:40PM] Hank used command ::item 20089 | Player rights = OWNER	
[10/14/25 07:40PM] Hank used command ::item 20091 | Player rights = OWNER	
[10/14/25 07:40PM] Hank used command ::item 20092 | Player rights = OWNER	
[10/14/25 07:40PM] Hank used command ::item 20093 | Player rights = OWNER	
[10/14/25 07:41PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/14/25 07:43PM] Hank used command ::find angel | Player rights = OWNER	
[10/14/25 07:43PM] Hank used command ::find god | Player rights = OWNER	
[10/14/25 07:43PM] Hank used command ::find demon | Player rights = OWNER	
[10/14/25 07:43PM] Hank used command ::item 20549 | Player rights = OWNER	
[10/14/25 07:44PM] Hank used command ::item 23252 | Player rights = OWNER	
[10/14/25 07:44PM] Hank used command ::item 23161 | Player rights = OWNER	
[10/14/25 07:44PM] Hank used command ::find pet | Player rights = OWNER	
[10/14/25 07:45PM] Hank used command ::item 23685 | Player rights = OWNER	
[10/14/25 07:45PM] Hank used command ::item 23323 | Player rights = OWNER	
[10/14/25 07:47PM] Hank used command ::find pet | Player rights = OWNER	
[10/14/25 07:48PM] Hank used command ::item 23116 | Player rights = OWNER	
[10/14/25 07:48PM] Hank used command ::item 23110 | Player rights = OWNER	
[10/14/25 07:49PM] Hank used command ::item 22016 | Player rights = OWNER	
[10/14/25 07:50PM] Hank used command ::item 11315 | Player rights = OWNER	
[10/14/25 07:51PM] Hank used command ::item 23437 | Player rights = OWNER	
[10/14/25 07:52PM] Hank used command ::item 23117 | Player rights = OWNER	
[10/14/25 07:52PM] Hank used command ::item 23115 | Player rights = OWNER	
[10/14/25 07:52PM] Hank used command ::item 23112 | Player rights = OWNER	
[10/14/25 07:53PM] Hank used command ::item 23085 | Player rights = OWNER	
[10/14/25 07:54PM] Hank used command ::item 23326 | Player rights = OWNER	
[10/14/25 07:54PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 07:55PM] Hank used command ::item 10484 | Player rights = OWNER	
[10/14/25 07:55PM] Hank used command ::item 10483 | Player rights = OWNER	
[10/14/25 07:56PM] Hank used command ::find skeleton | Player rights = OWNER	
[10/14/25 07:57PM] Hank used command ::find skeleton | Player rights = OWNER	
[10/14/25 07:57PM] Hank used command ::item 17636 | Player rights = OWNER	
[10/14/25 07:58PM] Hank used command ::item 9 | Player rights = OWNER	
[10/14/25 07:58PM] Hank used command ::item 8361 | Player rights = OWNER	
[10/14/25 07:58PM] Hank used command ::item 9921 | Player rights = OWNER	
[10/14/25 07:59PM] Hank used command ::item 20727 | Player rights = OWNER	
[10/14/25 07:59PM] Hank used command ::item 10728 | Player rights = OWNER	
[10/14/25 08:00PM] Hank used command ::find torva | Player rights = OWNER	
[10/14/25 08:00PM] Hank used command ::item 19936 | Player rights = OWNER	
[10/14/25 08:00PM] Hank used command ::item 14910 | Player rights = OWNER	
[10/14/25 08:00PM] Hank used command ::item 14911 | Player rights = OWNER	
[10/14/25 08:00PM] Hank used command ::item 14912 | Player rights = OWNER	
[10/14/25 08:01PM] Hank used command ::item 17614 | Player rights = OWNER	
[10/14/25 08:01PM] Hank used command ::item 17616 | Player rights = OWNER	
[10/14/25 08:01PM] Hank used command ::item 17618 | Player rights = OWNER	
[10/14/25 08:01PM] Hank used command ::item 17999 | Player rights = OWNER	
[10/14/25 08:02PM] Hank used command ::item 18001 | Player rights = OWNER	
[10/14/25 08:02PM] Hank used command ::item 18003 | Player rights = OWNER	
[10/14/25 08:02PM] Hank used command ::item 18005 | Player rights = OWNER	
[10/14/25 08:02PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 08:03PM] Hank used command ::item 18007 | Player rights = OWNER	
[10/14/25 08:03PM] Hank used command ::item 18009 | Player rights = OWNER	
[10/14/25 08:03PM] Hank used command ::item 18011 | Player rights = OWNER	
[10/14/25 08:03PM] Hank used command ::item 19931 | Player rights = OWNER	
[10/14/25 08:04PM] Hank used command ::item 19933 | Player rights = OWNER	
[10/14/25 08:04PM] Hank used command ::item 19934 | Player rights = OWNER	
[10/14/25 08:06PM] Hank used command ::find spirit | Player rights = OWNER	
[10/14/25 08:06PM] Hank used command ::item 19987 | Player rights = OWNER	
[10/14/25 08:06PM] Hank used command ::item 20057 | Player rights = OWNER	
[10/14/25 08:07PM] Hank used command ::item 19893 | Player rights = OWNER	
[10/14/25 08:07PM] Hank used command ::item 18889 | Player rights = OWNER	
[10/14/25 08:07PM] Hank used command ::item 18754 | Player rights = OWNER	
[10/14/25 08:07PM] Hank used command ::item 19810 | Player rights = OWNER	
[10/14/25 08:08PM] Hank used command ::item 21019 | Player rights = OWNER	
[10/14/25 08:08PM] Hank used command ::item 21065 | Player rights = OWNER	
[10/14/25 08:09PM] Hank used command ::item 23788 | Player rights = OWNER	
[10/14/25 08:09PM] Hank used command ::find whip | Player rights = OWNER	
[10/14/25 08:10PM] Hank used command ::item 16835 | Player rights = OWNER	
[10/14/25 08:10PM] Hank used command ::item 17624 | Player rights = OWNER	
[10/14/25 08:10PM] Hank used command ::item 20534 | Player rights = OWNER	
[10/14/25 08:11PM] Hank used command ::item 12770 | Player rights = OWNER	
[10/14/25 08:11PM] Hank used command ::item 12769 | Player rights = OWNER	
[10/14/25 08:11PM] Hank used command ::item 12771 | Player rights = OWNER	
[10/14/25 08:12PM] Hank used command ::item 15888 | Player rights = OWNER	
[10/14/25 08:12PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 08:12PM] Hank used command ::find nebula | Player rights = OWNER	
[10/14/25 08:12PM] Hank used command ::item 8857 | Player rights = OWNER	
[10/14/25 08:13PM] Hank used command ::item 8858 | Player rights = OWNER	
[10/14/25 08:13PM] Hank used command ::item 8859 | Player rights = OWNER	
[10/14/25 08:13PM] Hank used command ::find shadow | Player rights = OWNER	
[10/14/25 08:13PM] Hank used command ::item 4369 | Player rights = OWNER	
[10/14/25 08:14PM] Hank used command ::item 10858 | Player rights = OWNER	
[10/14/25 08:27PM] Hank used command ::item 19931 | Player rights = OWNER	
[10/14/25 08:33PM] Hank used command ::item 23789 | Player rights = OWNER	
[10/14/25 08:33PM] Hank used command ::item 23365 | Player rights = OWNER	
[10/14/25 08:34PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 08:36PM] Hank used command ::item 17063 | Player rights = OWNER	
[10/14/25 08:37PM] Hank used command ::item 15870 | Player rights = OWNER	
[10/14/25 08:38PM] Hank used command ::item 13662 | Player rights = OWNER	
[10/14/25 08:38PM] Hank used command ::item 13664 | Player rights = OWNER	
[10/14/25 08:44PM] Hank used command ::item 3 | Player rights = OWNER	
[10/14/25 08:44PM] Hank used command ::item 23134 | Player rights = OWNER	
[10/14/25 08:45PM] Hank used command ::item 3 | Player rights = OWNER	
[10/14/25 08:45PM] Hank used command ::item 23090 | Player rights = OWNER	
[10/14/25 08:46PM] Hank used command ::item 23083 | Player rights = OWNER	
[10/14/25 08:46PM] Hank used command ::item 23084 | Player rights = OWNER	
[10/14/25 08:47PM] Hank used command ::item 23075 | Player rights = OWNER	
[10/14/25 08:47PM] Hank used command ::item 23076 | Player rights = OWNER	
[10/14/25 08:47PM] Hank used command ::item 23077 | Player rights = OWNER	
[10/14/25 08:47PM] Hank used command ::item 23078 | Player rights = OWNER	
[10/14/25 08:50PM] Hank used command ::item 22090 | Player rights = OWNER	
[10/14/25 08:50PM] Hank used command ::item 22091 | Player rights = OWNER	
[10/14/25 08:51PM] Hank used command ::item 22093 | Player rights = OWNER	
[10/14/25 08:51PM] Hank used command ::item 22087 | Player rights = OWNER	
[10/14/25 08:52PM] Hank used command ::item 22085 | Player rights = OWNER	
[10/14/25 08:52PM] Hank used command ::item 22086 | Player rights = OWNER	
[10/14/25 08:53PM] Hank used command ::item 22083 | Player rights = OWNER	
[10/14/25 08:53PM] Hank used command ::item 22073 | Player rights = OWNER	
[10/14/25 08:53PM] Hank used command ::item 22074 | Player rights = OWNER	
[10/14/25 08:54PM] Hank used command ::item 22070 | Player rights = OWNER	
[10/14/25 08:55PM] Hank used command ::item 22040 | Player rights = OWNER	
[10/14/25 08:56PM] Hank used command ::item 21820 | Player rights = OWNER	
[10/14/25 08:58PM] Hank used command ::item 21607 | Player rights = OWNER	
[10/14/25 08:58PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 08:59PM] Hank used command ::item 21608 | Player rights = OWNER	
[10/14/25 08:59PM] Hank used command ::item 21609 | Player rights = OWNER	
[10/14/25 08:59PM] Hank used command ::item 21610 | Player rights = OWNER	
[10/14/25 09:00PM] Hank used command ::item 21611 | Player rights = OWNER	
[10/14/25 09:00PM] Hank used command ::item 21612 | Player rights = OWNER	
[10/14/25 09:00PM] Hank used command ::item 21613 | Player rights = OWNER	
[10/14/25 09:00PM] Hank used command ::item 21603 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21604 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21605 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21606 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21600 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21601 | Player rights = OWNER	
[10/14/25 09:01PM] Hank used command ::item 21602 | Player rights = OWNER	
[10/14/25 09:08PM] Hank used command ::item 21055 | Player rights = OWNER	
[10/14/25 09:08PM] Hank used command ::item 21053 | Player rights = OWNER	
[10/14/25 09:08PM] Hank used command ::item 21036 | Player rights = OWNER	
[10/14/25 09:09PM] Hank used command ::item 21037 | Player rights = OWNER	
[10/14/25 09:09PM] Hank used command ::item 21038 | Player rights = OWNER	
[10/14/25 09:09PM] Hank used command ::item 21039 | Player rights = OWNER	
[10/14/25 09:09PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:10PM] Hank used command ::item 21015 | Player rights = OWNER	
[10/14/25 09:10PM] Hank used command ::item 21016 | Player rights = OWNER	
[10/14/25 09:10PM] Hank used command ::item 21017 | Player rights = OWNER	
[10/14/25 09:11PM] Hank used command ::item 21010 | Player rights = OWNER	
[10/14/25 09:11PM] Hank used command ::item 21011 | Player rights = OWNER	
[10/14/25 09:11PM] Hank used command ::item 21012 | Player rights = OWNER	
[10/14/25 09:16PM] Hank used command ::item 20558 | Player rights = OWNER	
[10/14/25 09:16PM] Hank used command ::item 20559 | Player rights = OWNER	
[10/14/25 09:16PM] Hank used command ::item 20556 | Player rights = OWNER	
[10/14/25 09:16PM] Hank used command ::item 20557 | Player rights = OWNER	
[10/14/25 09:17PM] Hank used command ::item 20551 | Player rights = OWNER	
[10/14/25 09:17PM] Hank used command ::item 20552 | Player rights = OWNER	
[10/14/25 09:18PM] Hank used command ::item 20542 | Player rights = OWNER	
[10/14/25 09:18PM] Hank used command ::item 20533 | Player rights = OWNER	
[10/14/25 09:19PM] Hank used command ::item 20505 | Player rights = OWNER	
[10/14/25 09:20PM] Hank used command ::item 20430 | Player rights = OWNER	
[10/14/25 09:21PM] Hank used command ::item 20427 | Player rights = OWNER	
[10/14/25 09:23PM] Hank used command ::item 20270 | Player rights = OWNER	
[10/14/25 09:23PM] Hank used command ::item 20260 | Player rights = OWNER	
[10/14/25 09:23PM] Hank used command ::item 20259 | Player rights = OWNER	
[10/14/25 09:25PM] Hank used command ::item 20095 | Player rights = OWNER	
[10/14/25 09:26PM] Hank used command ::item 20079 | Player rights = OWNER	
[10/14/25 09:26PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:27PM] Hank used command ::item 20061 | Player rights = OWNER	
[10/14/25 09:29PM] Hank used command ::find glaive | Player rights = OWNER	
[10/14/25 09:29PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:30PM] Hank used command ::item 20552 | Player rights = OWNER	
[10/14/25 09:30PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:31PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:31PM] Hank used command ::bank | Player rights = OWNER	
[10/14/25 09:33PM] Hank used command ::item 19956 | Player rights = OWNER	
[10/14/25 09:33PM] Hank used command ::item 19955 | Player rights = OWNER	
[10/14/25 09:33PM] Hank used command ::item 19954 | Player rights = OWNER	
[10/14/25 09:33PM] Hank used command ::item 19959 | Player rights = OWNER	
[10/14/25 09:34PM] Hank used command ::item 19958 | Player rights = OWNER	
[10/14/25 09:34PM] Hank used command ::item 19957 | Player rights = OWNER	
[10/14/25 09:34PM] Hank used command ::item 19930  | Player rights = OWNER	
[10/14/25 09:35PM] Hank used command ::item 19929 | Player rights = OWNER	
[10/14/25 09:35PM] Hank used command ::item 19928 | Player rights = OWNER	
[10/14/25 09:37PM] Hank used command ::item 19842 | Player rights = OWNER	
