[10/5/25 07:10AM] Sender: Hank, Message: Sup spoon	
[10/13/25 05:54AM] Sender: N e a, Message: Ah i see okay	
[10/13/25 05:57AM] Sender: N e a, Message: Votes dosnt work ? 	
[10/13/25 06:00AM] Sender: Ghijf, Message: Just the claim option not added yet u have to pm hank on disc	
[10/13/25 06:00AM] Sender: N e a, Message: Aight ty for the info 	
[10/13/25 06:01AM] Sender: N e a, Message: Any chance u got a collector item for start	
[10/13/25 08:04AM] Sender: Ghijf, Message: Afkboss guys	
[10/13/25 08:04AM] Sender: Ghijf, Message:   ::afkboss	
[10/13/25 08:12AM] Sender: Ghijf, Message: Afufufufu	
[10/13/25 08:32AM] Sender: Ghijf, Message: Hawk	
[10/13/25 08:33AM] Sender: Ghijf, Message: All you gotta do is hawk tuah spit on that tang	
[10/13/25 08:40AM] Sender: History hawk, Message: Lol	
[10/13/25 10:39AM] Sender: Delicious, Message: How is everyone:)	
[10/13/25 10:40AM] Sender: Ghijf, Message: Let me speak for every1	
[10/13/25 10:40AM] Sender: Ghijf, Message: A.f.k.	
[10/13/25 11:09AM] Sender: Charlene, Message: ]hgank	
[10/13/25 11:09AM] Sender: Charlene, Message: Hank*	
[10/13/25 11:19AM] Sender: Delicious, Message: He prob afk	
[10/13/25 06:10PM] Sender: Skyless, Message: Help at voteboss?	
[10/13/25 06:14PM] Sender: Skyless, Message: Yo	
[10/13/25 06:15PM] Sender: Kursed, Message: Sup	
[10/13/25 06:15PM] Sender: Hank, Message: How are we doing	
[10/13/25 06:15PM] Sender: Skyless, Message: Going wc now and iwaiting for that event	
[10/13/25 06:15PM] Sender: Kursed, Message: Decent	
[10/13/25 06:17PM] Sender: Hank, Message: Thats good	
[10/13/25 06:17PM] Sender: Skyless, Message: How can i get bonds for rank?	
[10/13/25 06:17PM] Sender: Skyless, Message: Need ::bank xd	
[10/13/25 06:19PM] Sender: Hank, Message: There you go	
[10/13/25 06:19PM] Sender: Kursed, Message: Gz	
[10/13/25 06:19PM] Sender: Skyless, Message: Oh ye xd	
[10/13/25 06:19PM] Sender: Skyless, Message: Didnt knew there was starter tasks	
[10/13/25 06:38PM] Sender: History hawk, Message: Sky trade me	
[10/13/25 06:45PM] Sender: Kursed, Message: Welcome	
[10/13/25 06:45PM] Sender: Skyless, Message: Yo hank help us here xd	
[10/13/25 06:46PM] Sender: Kursed, Message: Welcome	
[10/13/25 06:49PM] Sender: Skyless, Message: Is tere any donor boss or som? :p	
[10/13/25 06:49PM] Sender: Hank, Message: Yeah kinda	
[10/13/25 06:50PM] Sender: Hank, Message: Im working on some updates for new bosses minigames and gear	
[10/13/25 06:56PM] Sender: Skyless, Message: Gz	
[10/13/25 06:58PM] Sender: Kursed, Message: Oop	
[10/13/25 06:58PM] Sender: Kursed, Message: Come neph hawk	
[10/13/25 07:09PM] Sender: Kursed, Message: I need an adult?	
[10/13/25 07:14PM] Sender: Ghijf, Message: When is it dxp? i need this invention up lol	
[10/13/25 07:15PM] Sender: Ghijf, Message: Wee woo for this 5minutes i have lefd lol	
[10/13/25 07:15PM] Sender: Hank, Message: Itss been on	
[10/13/25 07:15PM] Sender: Kursed, Message: I have this eerie feeling that dp gonna start as soon as my food gets here	
[10/13/25 07:15PM] Sender: Kursed, Message: Here and i have to go down to get it xd	
[10/13/25 07:19PM] Sender: Ghijf, Message: Hank hm exp is 120	
[10/13/25 07:20PM] Sender: Kursed, Message: Somewhere near 100m xp	
[10/13/25 07:20PM] Sender: Hank, Message: 104m	
[10/13/25 07:20PM] Sender: Kursed, Message: ^	
[10/13/25 07:20PM] Sender: Ghijf, Message: Shee im at 30m l0l	
[10/13/25 07:22PM] Sender: Skyless, Message: Slayer boss is up	
[10/13/25 07:44PM] Sender: Skyless, Message: Tp event doesnt work	
[10/13/25 07:45PM] Sender: Skyless, Message: Can ya tele me there?	
[10/13/25 08:49PM] Sender: Dox, Message: Good afternoon	
[10/13/25 08:49PM] Sender: Kursed, Message: Yo	
[10/13/25 09:01PM] Sender: Dox, Message: Gz	
[10/13/25 09:01PM] Sender: Kursed, Message: Haha i  already had blood scythe	
[10/13/25 09:03PM] Sender: Dox, Message: Well lucky for some xd still a good pull	
[10/13/25 09:58PM] Sender: Kursed, Message: Wb	
[10/13/25 09:58PM] Sender: Blayko, Message: Ty	
[10/13/25 10:00PM] Sender: Blayko, Message:  anyone know where to get milk for the omegga quest	
[10/13/25 10:03PM] Sender: Kursed, Message: No idea.	
[10/13/25 11:24PM] Sender: Delicious, Message: Gz	
[10/13/25 11:58PM] Sender: Delicious, Message: Wb	
[10/14/25 04:56AM] Sender: Ghijf, Message: Aight im back	
[10/14/25 06:28AM] Sender: Ghijf, Message: Spoon?	
[10/14/25 07:32AM] Sender: Blazed, Message: Yooo :)	
[10/14/25 07:48AM] Sender: Ghijf, Message: Wb hank	
[10/14/25 07:51AM] Sender: Ghijf, Message: Afufufu	
[10/14/25 07:52AM] Sender: Ghijf, Message: Come nm?	
[10/14/25 08:36AM] Sender: Ghijf, Message: Aight take care guys gl	
[10/14/25 10:40AM] Sender: Blayko, Message: Yooo	
[10/14/25 03:37PM] Sender: Blayko, Message:  me	
[10/14/25 03:38PM] Sender: Hank, Message: What you up 2	
[10/14/25 03:38PM] Sender: Blayko, Message:  slayer champ and training my vet	
[10/14/25 03:38PM] Sender: Yoshii, Message:  zones with my vet	
[10/14/25 03:39PM] Sender: Hank, Message: Ah nice	
[10/14/25 07:26PM] Sender: Kursed, Message: Gz	
[10/14/25 07:27PM] Sender: Dracky, Message: Oh for my owner cae/braclet:??	
[10/14/25 07:27PM] Sender: Kursed, Message: Mhm	
[10/14/25 07:27PM] Sender: Dracky, Message: Tyty	
[10/14/25 07:27PM] Sender: Kursed, Message: Btw	
[10/14/25 07:27PM] Sender: Kursed, Message: 3 hellraisers spawned	
[10/14/25 07:28PM] Sender: Dracky, Message: Dpws dtds work on them	
[10/14/25 07:28PM] Sender: Dracky, Message: Does	
[10/14/25 07:28PM] Sender: Kursed, Message: Don't think so.	
[10/14/25 07:34PM] Sender: Hank, Message: Hm	
[10/14/25 07:34PM] Sender: Kursed, Message: Hm?	
[10/14/25 07:35PM] Sender: Dracky, Message: Hm??	
[10/14/25 07:35PM] Sender: Hank, Message: Hmm	
[10/14/25 07:35PM] Sender: Kursed, Message: *rubs chinbeard*	
[10/14/25 07:35PM] Sender: Dracky, Message: Hmmmmmm idk what is going on now lol 	
[10/14/25 07:36PM] Sender: Dracky, Message: Gn all im headed to bed	
[10/14/25 07:36PM] Sender: Kursed, Message: Gn	
[10/14/25 07:36PM] Sender: Hank, Message: Nooo	
[10/14/25 07:36PM] Sender: Hank, Message: I forbid it	
[10/14/25 07:36PM] Sender: Dracky, Message: Hmmm??	
[10/14/25 07:36PM] Sender: Hank, Message: You must stay up	
[10/14/25 07:36PM] Sender: Dracky, Message: But i have been on the road 8 hours heading ho me im deafd	
[10/14/25 07:37PM] Sender: Dracky, Message: Lol	
[10/14/25 07:37PM] Sender: Hank, Message: Lol	
[10/14/25 07:37PM] Sender: Dracky, Message: I am home now tho so i made it safly	
[10/14/25 09:28PM] Sender: Hank, Message: Sup dox	
[10/14/25 09:28PM] Sender: Dox, Message: Good evening	
[10/15/25 12:16PM] Sender: Hank, Message: Sup guys	
[10/15/25 12:46PM] Sender: Dracky, Message: K3	
[10/15/25 12:55PM] Sender: Hank, Message: So who wants to donate for bis wep set 	
[10/15/25 12:55PM] Sender: Hank, Message: So i can get the new pokemon game lol	
[10/15/25 12:55PM] Sender: Dracky, Message: I would but i just got back from vacation so i have no money atm...	
[10/15/25 12:55PM] Sender: Hank, Message: :)	
[10/15/25 12:56PM] Sender: Dracky, Message: Does voteing work	
[10/15/25 12:56PM] Sender: Dracky, Message: Cuz i have voted several time and it dosent work	
[10/15/25 12:56PM] Sender: Dracky, Message: Was hopeing to get a few of those special casket things from voteing and votes	
[10/15/25 12:56PM] Sender: Dracky, Message: Oteing	
[10/15/25 12:57PM] Sender: Dracky, Message: Voteing	
[10/15/25 12:57PM] Sender: Dracky, Message: Ty	
[10/15/25 12:58PM] Sender: Dracky, Message: Ohhh tyty	
[10/15/25 12:58PM] Sender: Hank, Message: Yw	
[10/15/25 02:01PM] Sender: Kursed, Message: Well dam	
[10/15/25 02:01PM] Sender: Dracky, Message: Gzzz	
[10/15/25 02:04PM] Sender: Dracky, Message: Ogxzxx	
[10/15/25 02:04PM] Sender: Dracky, Message: Oh gzzz	
[10/15/25 02:05PM] Sender: Dracky, Message: My instance glitched it says i still have 60 kills left but none spawning	
[10/15/25 08:39PM] Sender: Hank, Message: Sup	
[10/15/25 08:43PM] Sender: History hawk, Message: Sup	
[10/15/25 08:43PM] Sender: Dox, Message: Hello	
[10/15/25 08:43PM] Sender: Big daddy d, Message:  noice	
[10/15/25 08:43PM] Sender: Dox, Message: Gz	
[10/15/25 08:44PM] Sender: History hawk, Message: Big daddy come home	
[10/15/25 08:59PM] Sender: Big daddy d, Message: Gz	
[10/15/25 09:00PM] Sender: Hank, Message: :p	
[10/15/25 11:09PM] Sender: Dox, Message: Damn was out longer then expected	
[10/15/25 11:44PM] Sender: Kursed, Message: :)	
[10/15/25 11:44PM] Sender: Dox, Message: Gz on rank	
[10/15/25 11:45PM] Sender: Kursed, Message: Thank you.	
[10/16/25 01:06AM] Sender: Dox, Message: Gz	
[10/16/25 01:20AM] Sender: Dox, Message: Gn	
[10/16/25 01:23AM] Sender: Kursed, Message: Gn	
[10/16/25 01:41PM] Sender: Big daddy d, Message:  yo is voting working?	
[10/16/25 01:44PM] Sender: Hank, Message: Ill give you vote tixs	
[10/16/25 01:44PM] Sender: Hank, Message: Im fixing it atm	
[10/16/25 01:44PM] Sender: Big daddy d, Message:  okay sweet	
[10/16/25 01:47PM] Sender: Big daddy d, Message:  hey man whats fastest way to 120 invention?	
[10/16/25 01:49PM] Sender: Hank, Message: Upgrade boxs	
[10/16/25 01:49PM] Sender: Hank, Message: Then  desovle all	
[10/16/25 01:50PM] Sender: Big daddy d, Message:  like the pvm boxs	
[10/16/25 01:59PM] Sender: Hank, Message: Not to bad	
[10/16/25 02:59PM] Sender: Dracky, Message: Gzz lol	
[10/16/25 03:00PM] Sender: Hank, Message: Lol	
[10/16/25 03:06PM] Sender: Hank, Message: Get tem collection logs	
[10/16/25 03:06PM] Sender: Hank, Message: Them	
[10/16/25 03:06PM] Sender: Kursed, Message: Good evening	
[10/16/25 03:07PM] Sender: Dracky, Message: 0/	
[10/16/25 03:08PM] Sender: Dracky, Message: My 2z kc pet dosent count on my slayer task??	
[10/16/25 03:08PM] Sender: Kursed, Message: Nope	
[10/16/25 03:08PM] Sender: Dracky, Message: Hmm ok	
[10/16/25 03:11PM] Sender: Hank, Message: I will make a 2ck slayer pet	
[10/16/25 03:11PM] Sender: Dracky, Message: Oh ok ty	
[10/16/25 03:12PM] Sender: Dracky, Message: Anyone have any lamps they could sell me or put in the pos	
[10/16/25 03:13PM] Sender: Dracky, Message: I need slayer or normal to use for slayer	
[10/16/25 03:13PM] Sender: Kursed, Message: I believe you can use normal lamps for slayer.	
[10/16/25 03:13PM] Sender: Kursed, Message: Yeah, you can.	
[10/16/25 03:14PM] Sender: Dracky, Message: Mhhm but i have none atm im trying to buy them	
[10/16/25 03:14PM] Sender: Kursed, Message: I have 3k.	
[10/16/25 03:16PM] Sender: Dracky, Message: Anyon e for some legends raid??	
[10/16/25 03:16PM] Sender: Kursed, Message: I'm down.	
[10/16/25 03:16PM] Sender: Dracky, Message: Im here	
[10/16/25 03:17PM] Sender: Dracky1, Message: It kicked me	
[10/16/25 03:17PM] Sender: Kursed, Message: :o	
[10/16/25 03:18PM] Sender: Kursed, Message: You should be able to sign back in.	
[10/16/25 03:18PM] Sender: Dracky1, Message: Ok ty	
[10/16/25 03:18PM] Sender: Kursed, Message: What are you doing to make it kick you?	
[10/16/25 03:20PM] Sender: Kursed, Message: @hank	
[10/16/25 03:20PM] Sender: Hank, Message: Yo	
[10/16/25 03:20PM] Sender: Kursed, Message: It kicks us whenever we try to invite each other to a raid party.	
[10/16/25 03:20PM] Sender: Dracky, Message: Mhhm	
[10/16/25 03:20PM] Sender: Hank, Message: Yes dont right click	
[10/16/25 03:20PM] Sender: Kursed, Message: Ah	
[10/16/25 03:27PM] Sender: Kursed, Message: Yo hank you should bless us with some invention lamp.	
[10/16/25 04:11PM] Sender: Dracky, Message: Oops wrong one lol	
[10/16/25 04:59PM] Sender: Big daddy d, Message: Gzzzzzz!	
[10/16/25 05:02PM] Sender: Hank, Message: :p	
[10/16/25 05:06PM] Sender: Hank, Message: Nice	
[10/16/25 05:07PM] Sender: Big daddy d, Message: :0)	
[10/16/25 05:07PM] Sender: Big daddy d, Message: :)	
[10/16/25 08:29PM] Sender: Big daddy d, Message:  yo you online hank?	
[10/16/25 08:39PM] Sender: Hank, Message: Sup	
[10/16/25 08:40PM] Sender: Big daddy d, Message:  was going to ask for ahnd out lol	
[10/16/25 08:40PM] Sender: Big daddy d, Message:  but im slowly making my way	
[10/16/25 08:40PM] Sender: Hank, Message: What you need?	
[10/16/25 08:40PM] Sender: Big daddy d, Message:  just anyhting lol love thoes card thing you gave when i voted	
[10/16/25 09:45PM] Sender: Blayko, Message: Whats up brodie	
[10/16/25 10:48PM] Sender: Kursed, Message: Anyone alive?	
[10/17/25 02:39PM] Sender: Kursed, Message: Wb	
[10/17/25 02:41PM] Sender: Hank, Message: Thanks	
[10/17/25 03:15PM] Sender: Hank, Message: Sup dox	
[10/17/25 03:15PM] Sender: Dox, Message: Hey man	
[10/17/25 03:15PM] Sender: Hank, Message: How are you doing	
[10/17/25 03:15PM] Sender: Dox, Message: Bro im so hungover hahaha but im doing alright, how about you ?	
[10/17/25 03:16PM] Sender: Hank, Message: Thats good bro and same here lol	
[10/17/25 03:19PM] Sender: Kursed, Message: I'm also hungover	
[10/17/25 03:19PM] Sender: Kursed, Message: Lmao	
[10/17/25 03:20PM] Sender: Hank, Message: Lol	
[10/17/25 03:20PM] Sender: Hank, Message: Need to get some players	
[10/17/25 03:21PM] Sender: Hank, Message: This is making me sad all of the money i put into this 	
[10/17/25 03:21PM] Sender: Kursed, Message: Just gotta fix votes so we can get higher on the toplist.	
[10/17/25 03:22PM] Sender: Hank, Message: The vote works for toplist it just conncect back to the server 	
[10/17/25 03:22PM] Sender: Hank, Message: For rewards	
[10/17/25 03:24PM] Sender: Kursed, Message: The vote page is down atm	
[10/17/25 03:27PM] Sender: Hank, Message: Working on it	
[10/17/25 03:28PM] Sender: Hank, Message: Do::vote	
[10/17/25 03:38PM] Sender: Dox, Message: How do you claim vote rewards ?	
[10/17/25 03:40PM] Sender: Hank, Message: Im working on that i have to make a callback secret page on	
[10/17/25 03:40PM] Sender: Hank, Message: The website	
[10/17/25 03:41PM] Sender: Dox, Message: Okay np 	
[10/17/25 04:13PM] Sender: Hank, Message: Dox	
[10/17/25 04:15PM] Sender: Dox, Message: Yo	
[10/17/25 06:51PM] Sender: Kursed, Message: Lmao hank	
[10/17/25 06:51PM] Sender: Hank, Message: :p	
[10/17/25 06:52PM] Sender: Hank, Message: Thats the good stuff	
[10/17/25 07:27PM] Sender: Kursed, Message: @hank	
[10/17/25 08:10PM] Sender: Dox, Message: Damn nice pulls	
[10/17/25 08:13PM] Sender: Dox, Message: Whats this moonshine do lmao	
[10/17/25 08:16PM] Sender: Hank, Message: It was a joke	
[10/17/25 08:17PM] Sender: Dox, Message: Ohhh	
[10/17/25 08:54PM] Sender: Hank, Message: Nice kc	
[10/17/25 09:10PM] Sender: Dox, Message: Need 5k to move on lol	
[10/18/25 12:28AM] Sender: Blayko, Message:  yoo	
[10/18/25 10:14AM] Sender: Dracky, Message: Sup all	
[10/18/25 11:42AM] Sender: Thecyb, Message:  yo hank u online ? 	
[10/18/25 11:42AM] Sender: Dracky, Message: I dont think hes here '	
[10/18/25 11:42AM] Sender: Dracky, Message: Mabe afk	
[10/18/25 11:53AM] Sender: Thecyb, Message:  my lucky 19 	
[10/18/25 11:53AM] Sender: Dracky, Message: Nice	
[10/18/25 11:54AM] Sender: Dracky, Message: I usually do 3 or 7	
[10/18/25 11:54AM] Sender: Thecyb, Message:  damn it takes time to 120 invention 	
[10/18/25 11:54AM] Sender: Dracky, Message: Mhhm im at lv 111 lol	
[10/18/25 11:54AM] Sender: Thecyb, Message:  same	
[10/18/25 11:55AM] Sender: Dracky, Message: Been here for ages lol	
[10/18/25 12:01PM] Sender: Dracky, Message: Litterly just dissolved like 200+ items and i only gained 4 levels im 115 now	
[10/18/25 12:01PM] Sender: Dracky, Message: Im lv 115 now	
[10/18/25 12:01PM] Sender: Thecyb, Message:  -....- 114 here xd	
[10/18/25 12:01PM] Sender: Dracky, Message: Cool	
[10/18/25 12:02PM] Sender: Dracky, Message: I keep 3 of every armor/wep so i can use it on lv 120	
[10/18/25 12:02PM] Sender: Dracky, Message: For better armor	
[10/18/25 12:02PM] Sender: Thecyb, Message:  wish that tier 2,3 items can be noted xd	
[10/18/25 12:02PM] Sender: Thecyb, Message:  for faster upgrade	
[10/18/25 12:02PM] Sender: Dracky, Message: Yeah lol	
[10/18/25 12:02PM] Sender: Dracky, Message: Im doing zones atm	
[10/18/25 12:03PM] Sender: Dracky, Message: You??	
[10/18/25 12:03PM] Sender: Thecyb, Message:  slayer 	
[10/18/25 12:03PM] Sender: Thecyb, Message:  but hard slayer doesnt have zones	
[10/18/25 12:03PM] Sender: Dracky, Message: Ahh rip	
[10/18/25 12:04PM] Sender: Dracky, Message: Just get thr ring of slayer for 1 slayer point	
[10/18/25 12:04PM] Sender: Dracky, Message: It wiull auto tp you when you use it	
[10/18/25 12:04PM] Sender: Thecyb, Message:  yea 	
[10/18/25 12:05PM] Sender: Dracky, Message: Im currently saving for 150m for the scroll from the trader	
[10/18/25 12:06PM] Sender: Dracky, Message: I have 105m atm	
[10/18/25 12:06PM] Sender: Thecyb, Message:  scroll for that some npc ? 	
[10/18/25 12:06PM] Sender: Dracky, Message: Mhhm	
[10/18/25 12:10PM] Sender: Thecyb, Message:  still cant claim votes?	
[10/18/25 12:11PM] Sender: Dracky, Message: No	
[10/18/25 12:11PM] Sender: Dracky, Message: Keep voteing i hope they will fix it	
[10/18/25 01:19PM] Sender: Thecyb, Message:  gzzzz	
[10/18/25 01:20PM] Sender: Dracky, Message: Finally ty	
[10/18/25 01:53PM] Sender: Thecyb, Message:  hm xp needed for 120 ? 	
[10/18/25 02:03PM] Sender: Dox, Message: 106m i think	
[10/18/25 02:03PM] Sender: Thecyb, Message:  im at 110 xd	
[10/18/25 02:03PM] Sender: Dox, Message: Might be more for invention then	
[10/18/25 02:09PM] Sender: Thecyb, Message:  115m 	
[10/18/25 02:09PM] Sender: Thecyb, Message:  jeez crist xd	
[10/18/25 03:32PM] Sender: Dox, Message: Hank is rigged	
[10/18/25 08:02PM] Sender: O, Message: Yo i can't pick nothing up	
[10/18/25 08:02PM] Sender: O, Message: Nvm it's showing now	
[10/18/25 08:02PM] Sender: Hank, Message: Ahh	
[10/18/25 08:08PM] Sender: Hank, Message: It gets harder after starter zone	
[10/18/25 08:08PM] Sender: O, Message: Dang teleporting be slow	
[10/18/25 08:59PM] Sender: Kursed, Message: Who's active?	
[10/18/25 09:02PM] Sender: Kursed, Message: Anyone wanna do some legend raids lmk	
[10/18/25 09:10PM] Sender: O, Message: Yooo	
[10/18/25 09:10PM] Sender: O, Message: What's going on i'm active	
[10/18/25 09:10PM] Sender: Kursed, Message: Nice nice	
[10/18/25 09:10PM] Sender: Kursed, Message: Whatcha doin	
[10/18/25 09:10PM] Sender: O, Message: Fighting some spiders atm, wyd	
[10/18/25 09:10PM] Sender: O, Message: Boutta start coding :)	
[10/18/25 09:11PM] Sender: Kursed, Message: Bout to do some legends raids here in a bit	
[10/18/25 09:14PM] Sender: O, Message: Hell yea	
[10/18/25 09:14PM] Sender: Dox, Message: Sup bois	
[10/18/25 09:14PM] Sender: O, Message: I haven't tried that yet, might have to check it out	
[10/18/25 09:14PM] Sender: O, Message: Supppp	
[10/18/25 09:15PM] Sender: Kursed, Message: Hi dox	
[10/18/25 09:25PM] Sender: Hank, Message: Whats up dox	
[10/18/25 09:25PM] Sender: Dox, Message: Howdy	
[10/18/25 09:26PM] Sender: Dox, Message: Anyone selling invention lamps 	
[10/18/25 09:28PM] Sender: Kursed, Message: I have 5 you can have.	
[10/18/25 09:33PM] Sender: Hank, Message: Nice dox	
[10/18/25 09:35PM] Sender: Dox, Message: Ty sir	
